trade_date,nav,daily_return
2020-01-09,999800.0344006299,
2020-01-10,995450.43440063,-0.004350469944329971
2020-01-13,1012305.13440063,0.016931732025561308
2020-01-14,1005780.73440063,-0.006445092273351993
2020-01-15,1004149.63440063,-0.0016217252371333313
2020-01-16,1009042.9344006301,0.004873078505795325
2020-01-17,1010130.3344006301,0.0010776548379936024
2020-01-20,1035684.23440063,0.02529762658317014
2020-01-21,1028616.1344006299,-0.006824570429123655
2020-01-22,1042752.33440063,0.013742930455040048
2020-01-23,1007411.83440063,-0.03389155682908496
2020-02-03,928575.3344006301,-0.07825647595941188
2020-02-04,987294.93440063,0.06323622631856973
2020-02-05,1017198.43440063,0.03028831502934226
2020-02-06,1049276.73440063,0.03153593135335653
2020-02-07,1054713.73440063,0.005181664494930072
2020-02-10,1066131.43440063,0.010825401839000826
2020-02-11,1058519.63440063,-0.007139645032865349
2020-02-12,1090597.93440063,0.030304870082229485
2020-02-13,1080811.33440063,-0.008973609513920788
2020-02-14,1080267.63440063,-0.0005030480183682018
2020-02-17,1125938.43440063,0.04227730105543692
2020-02-18,1136268.73440063,0.009174835572159035
2020-02-19,1116695.53440063,-0.017225854595325663
2020-02-20,1144424.23440063,0.024831029717409026
2020-02-21,1166172.23440063,0.019003442382876656
2020-02-24,1184114.3344006299,0.015385463202372884
2020-02-25,1193357.23440063,0.0078057496066701315
2020-02-26,1142793.13440063,-0.04237130219049301
2020-02-27,1147686.43440063,0.004281877316813398
2020-02-28,1084617.23440063,-0.05495333752283771
2020-03-02,1116695.53440063,0.029575687148035046
2020-03-03,1137356.1344006301,0.01850155155414801
2020-03-04,1135181.33440063,-0.0019121539280624322
2020-03-05,1153123.43440063,0.015805492440970514
2020-03-06,1147686.43440063,-0.0047150199517244085
2020-03-09,1094403.8344006299,-0.04642609549343202
2020-03-10,1121588.83440063,0.02484000799840813
2020-03-11,1100384.53440063,-0.018905591202083905
2020-03-12,1071568.43440063,-0.026187300074783426
2020-03-13,1061238.13440063,-0.009640354893225456
2020-03-16,995994.1344006299,-0.06147913261414106
2020-03-17,1001431.1344006299,0.005458867489487762
2020-03-18,988382.33440063,-0.013030152101082604
2020-03-19,992188.23440063,0.003850635394356816
2020-03-20,1004149.63440063,0.012055575328632884
2020-03-23,957391.43440063,-0.04656497238871149
2020-03-24,981661.5468501758,0.025350250250296025
2020-03-25,981465.2118534613,-0.00020000273754683384
2020-03-26,978998.3118534613,-0.0025134869480919475
2020-03-27,989962.3118534613,0.011199202151066734
2020-03-30,982013.4118534613,-0.00802949759281002
2020-03-31,982835.7118534613,0.0008373612723353574
2020-04-01,966937.9118534613,-0.01617543991153869
2020-04-02,971049.4118534613,0.004252082734163221
2020-04-03,979820.6118534612,0.0090327020365093
2020-04-07,1007504.7118534613,0.028254253549159225
2020-04-08,997911.2118534612,-0.009522039834782836
2020-04-09,1000378.1118534612,0.0024720636171811083
2020-04-10,1006134.2118534612,0.005753924372990715
2020-04-13,1005860.1118534612,-0.00027242886363543217
2020-04-14,1017372.3118534613,0.011445130256519498
2020-04-15,1014631.3118534612,-0.00269419559394779
2020-04-16,1022306.1118534612,0.007564126900420742
2020-04-17,1005586.0118534613,-0.016355277353948372
2020-04-20,1000652.2118534612,-0.00490639283148564
2020-04-21,1009697.5118534613,0.009039404393306416
2020-04-22,1006956.5118534613,-0.0027146744127045652
2020-04-23,1024773.0118534613,0.017693415545032787
2020-04-24,1032996.0118534613,0.008024216001870865
2020-04-27,1025116.1129843713,-0.007628198733266589
2020-04-28,5125188.247477508,3.999617294627039
2020-04-29,5217713.647477508,0.018053073474040282
2020-04-30,5238742.147477508,0.0040302135036034414
2020-05-06,5254163.047477508,0.002943626459535942
2020-05-07,5276593.447477507,0.004269071933496349
2020-05-08,5311640.947477508,0.006642069423930197
2020-05-11,5223321.247477508,-0.016627573451090116
2020-05-12,5125188.247477508,-0.018787471677601864
2020-05-13,5108365.447477507,-0.003282376995280223
2020-05-14,5027055.247477508,-0.015917067961562892
2020-05-15,5060700.847477508,0.0066929043632217855
2020-05-18,5118178.747477508,0.011357695649733879
2020-05-19,5254163.047477508,0.026568884501546597
2020-05-20,5216311.747477508,-0.007204058887775089
2020-05-21,5214909.847477508,-0.00026875310906759875
2020-05-22,5041074.247477508,-0.033334344233023505
2020-05-25,5205096.547477508,0.032537172028774375
2020-05-26,5322856.147477508,0.022623903116085087
2020-05-27,1057223.7096578502,-0.8013803716715383
2020-05-28,1057012.3492638683,-0.00019992021750092626
2020-05-29,1057285.9492638682,0.00025884276582988086
2020-06-01,1065767.5492638682,0.008022049291306121
2020-06-02,1063852.3492638683,-0.0017970147442777362
2020-06-03,1054276.3492638683,-0.009001249098736452
2020-06-04,1045247.5492638682,-0.008563978511235915
2020-06-05,1044426.7492638683,-0.0007852685237845769
2020-06-08,1035124.3492638682,-0.008906704090599571
2020-06-09,1034850.7492638682,-0.00026431607003984947
2020-06-10,1045312.0912746716,0.010109034581310405
2020-06-11,1186687.806560979,0.13524737393395259
2020-06-12,1045826.7757688808,-0.11870100123495275
2020-06-15,5228702.049446906,3.999587092807811
2020-06-16,1085633.4040106914,-0.7923703829852897
2020-06-17,1085416.3286327648,-0.00019995274383111106
2020-06-18,1088392.9286327646,0.002742357859817135
2020-06-19,1110221.3286327648,0.020055624605555655
2020-06-22,1122623.8286327648,0.011171195940969492
