trade_date,nav,daily_return
2025-01-06,1002034.2775877732,
2025-01-07,1036992.9775877731,0.03488772867546719
2025-01-08,1065736.2975877733,0.027717950479146047
2025-01-09,1067576.6475877734,0.0017268343061651592
2025-01-10,1038973.757587773,-0.02679235262838464
2025-01-13,1051157.3955915587,0.011726608025281582
2025-01-14,1104524.8455915586,0.05077017982636778
2025-01-15,1096136.4355915587,-0.0075945869696640855
2025-01-16,1093364.9755915585,-0.002528389632905914
2025-01-17,1115398.7755915585,0.020152282624636753
2025-01-20,1103365.3210658238,-0.01078847743880007
2025-01-21,1127418.7510658237,0.021800059817690176
2025-01-22,1104343.6810658239,-0.02046716890080591
2025-01-23,1108182.9010658239,0.0034764721035889234
2025-01-24,1132249.471065824,0.02171714612890474
2025-01-27,1086719.8510658238,-0.04021165049177866
2025-02-05,1329941.1161101,0.22381229606299335
2025-02-06,1401092.7061101003,0.05349980471925653
2025-02-07,1397877.3861101,-0.0022948659899365564
2025-02-10,1187583.5639173267,-0.15043795992577136
2025-02-11,1148878.3639173268,-0.03259155917612078
2025-02-12,1198427.493917327,0.04312826453712004
2025-02-13,1164112.2039173266,-0.028633597087991625
2025-02-14,1165516.263917327,0.001206120849240655
2025-02-17,1184985.9993457398,0.016704816596016192
2025-02-18,1155847.8493457397,-0.02458944663995022
2025-02-19,1195716.7993457397,0.03449325101272405
2025-02-20,1193577.4293457398,-0.0017891945661133724
2025-02-21,1219089.0893457397,0.02137411396425626
2025-02-24,1219101.3414077642,1.0050177736475874e-05
2025-02-25,1233511.951407764,0.01182068258850344
2025-02-26,1244511.8514077642,0.008917546350034389
2025-02-27,1242965.681407764,-0.0012423907399926604
2025-02-28,1170586.3014077642,-0.05823119743581662
2025-03-03,1392437.079867204,0.18952107861901224
2025-03-04,1436769.929867204,0.03183831473679799
2025-03-05,1437637.659867204,0.0006039449893555648
2025-03-06,1445512.829867204,0.005477854552535355
2025-03-07,1420670.119867204,-0.017186087516277704
2025-03-10,1201429.9337189225,-0.154321670514739
2025-03-11,1193380.3837189225,-0.0066999745670422994
2025-03-12,1186367.4637189226,-0.005876516905821472
2025-03-13,1149439.8137189227,-0.03112665437084927
2025-03-14,1191891.4337189225,0.03693244265017315
2025-03-17,1209461.278986832,0.014741145687311663
2025-03-18,1208133.608986832,-0.0010977366725721804
2025-03-19,1199094.168986832,-0.0074821525804423805
2025-03-20,1201656.278986832,0.0021367045777269666
2025-03-21,1187512.1589868318,-0.011770520611705693
2025-03-24,1180457.1412604281,-0.00594100672823672
2025-03-25,1175259.081260428,-0.0044034296700089515
2025-03-26,1172187.521260428,-0.0026135173503241127
2025-03-27,1191207.581260428,0.016226123939238057
2025-03-28,1181972.621260428,-0.007752603446519624
2025-03-31,1150840.7853096179,-0.026338880775099494
2025-04-01,1157024.445309618,0.005373167234715703
2025-04-02,1155659.1453096182,-0.0011800096407076355
2025-04-03,1150067.805309618,-0.00483822589272398
2025-04-07,1009942.4668445977,-0.12184093652399564
2025-04-08,1056517.0168445979,0.04611604277371839
2025-04-09,1105228.0868445977,0.046105334058395675
2025-04-10,1116819.786844598,0.010488061367580848
2025-04-11,1154137.626844598,0.03341437932921654
2025-04-14,1152006.5510611632,-0.0018464659100155822
2025-04-15,1148315.8410611632,-0.0032037231008802403
2025-04-16,1139375.5310611632,-0.0077855844884437975
2025-04-17,1143621.6110611632,0.0037266729750158323
2025-04-18,1135844.3410611632,-0.0068005622880661365
2025-04-21,1164525.0934506338,0.025250601119054306
2025-04-22,1177899.973450634,0.011485265603310202
2025-04-23,1168106.6934506337,-0.008314186451088057
2025-04-24,1144264.5634506338,-0.02041091805541262
2025-04-25,1153123.0334506338,0.00774162748978835
2025-04-28,1362808.6288767138,0.1818414768791945
2025-04-29,1368931.0188767137,0.004492479626465373
2025-04-30,1374639.978876714,0.0041703781427093745
2025-05-06,1188609.2321580665,-0.1353305225930227
2025-05-07,1185927.5021580665,-0.0022561914609487976
2025-05-08,1201240.2321580665,0.01291202874723374
2025-05-09,1171967.1821580664,-0.024369022295740228
2025-05-12,1192094.7401474952,0.017174165194938196
2025-05-13,1180926.5201474952,-0.009368567466892852
2025-05-14,1181246.7301474952,0.00027115150226286744
2025-05-15,1153017.670147495,-0.02389768308308904
2025-05-16,1146351.0501474952,-0.005781888840564853
2025-05-19,1149431.2092805805,0.002686924858392281
2025-05-20,1160224.4792805805,0.00939009652152678
2025-05-21,1149652.1292805804,-0.009112331439994903
2025-05-22,1140103.2192805805,-0.008305912507616808
2025-05-23,1120382.5192805803,-0.01729729349632414
2025-05-26,1138506.659495753,0.01617674312413464
2025-05-27,1131803.599495753,-0.005887589628126411
2025-05-28,1134826.1194957532,0.0026705340054995474
2025-05-29,1192319.539495753,0.0506627570623297
2025-05-30,1163557.419495753,-0.024122828694197018
2025-06-03,1474587.0816777842,0.2673092508978381
2025-06-04,1475993.6216777842,0.0009538534668291909
2025-06-05,1497283.8816777845,0.01442435772574635
2025-06-06,1511791.2016777843,0.00968909114532357
2025-06-09,1249693.4046879155,-0.17336904507645834
2025-06-10,1221012.8846879154,-0.022950045100992078
2025-06-11,1224583.7046879155,0.0029244736437918917
2025-06-12,1226299.0046879156,0.0014007209090187711
2025-06-13,1202271.7246879155,-0.019593329121322056
2025-06-16,1214207.0063408855,0.009927274681659881
2025-06-17,1212479.2163408855,-0.00142297811738612
2025-06-18,1227321.0163408858,0.012240869616545691
2025-06-19,1212216.4863408855,-0.012306910579134911
2025-06-20,1210515.6963408855,-0.0014030414692131066
2025-06-23,1498407.5044722243,0.23782575393410466
2025-06-24,1522352.1144722241,0.015980038760172732
2025-06-25,1537201.8544722241,0.009754471294013412
2025-06-26,1519735.0844722243,-0.011362704220778341
2025-06-27,1532886.5144722243,0.008653764813600473
2025-06-30,1301893.3768764215,-0.1506916105106021
2025-07-01,1307373.6368764217,0.004209453782727524
2025-07-02,1279508.3568764217,-0.021313937511066694
2025-07-03,1274592.9568764216,-0.003841631806141388
2025-07-04,1262218.3968764218,-0.009708636732408737
2025-07-07,1259306.4741718322,-0.0023069880076186378
2025-07-08,1264092.024171832,0.0038001472224200583
2025-07-09,1252928.344171832,-0.008831382357082584
2025-07-10,1250464.854171832,-0.0019661858648655217
2025-07-11,1266786.8641718323,0.013052753898317393
2025-07-14,1260799.1282939755,-0.0047267113728490795
2025-07-15,1256852.4282939755,-0.0031303162505674775
2025-07-16,1271387.2882939754,0.011564492117606129
2025-07-17,1285890.5582939757,0.011407436690248574
2025-07-18,1281968.1382939755,-0.003050352904996889
2025-07-21,1287462.7650067373,0.004286086797815392
2025-07-22,1282008.2550067373,-0.0042366351464707686
2025-07-23,1280041.4250067372,-0.0015341788887230923
2025-07-24,1309328.4950067373,0.02287978297252824
2025-07-25,1328945.1150067372,0.014982198947636194
2025-07-28,1328866.90066998,-5.885445220710217e-05
2025-07-29,1356640.07066998,0.02089988845835311
2025-07-30,1355243.27066998,-0.0010296024938363235
2025-07-31,1351780.81066998,-0.002554862344594566
2025-08-01,1346669.30066998,-0.0037813156982651197
2025-08-04,1359258.7215455133,0.009348561572815273
2025-08-05,1367642.491545513,0.0061678986252649
2025-08-06,1385021.421545513,0.012707217059599207
2025-08-07,1409443.981545513,0.017633344596755363
2025-08-08,1372678.481545513,-0.026085109079457824
2025-08-11,1398352.504887241,0.018703595697676656
2025-08-12,1490712.844887241,0.0660493971850451
2025-08-13,1551318.344887241,0.04065538189186557
2025-08-14,1497278.0148872414,-0.034835100208866265
2025-08-15,1554413.824887241,0.03815978691459154
2025-08-18,1947133.942499072,0.25264836900194165
2025-08-19,1965223.812499072,0.009290511353719388
2025-08-20,1994230.852499072,0.01476017124131701
2025-08-21,1976342.072499072,-0.008970265392084675
2025-08-22,2043663.4624990718,0.03406363247374089
2025-08-25,1660441.245306851,-0.1875172816974482
2025-08-26,1656333.8653068512,-0.002473667774520294
2025-08-27,1671889.995306851,0.00939190481208807
2025-08-28,1722277.8353068512,0.030138250806837297
2025-08-29,1676141.3453068512,-0.026788064651473653
2025-09-01,1707623.3205250853,0.018782410747388845
2025-09-02,1636322.2905250853,-0.041754542200838185
2025-09-03,1608959.8905250854,-0.01672188917699058
2025-09-04,1557927.7405250852,-0.03171747804312619
2025-09-05,1612031.050525085,0.034727740313401645
2025-09-08,1940293.7667143245,0.20363299831123904
2025-09-09,1903233.0967143246,-0.0191005458223773
2025-09-10,1898192.1467143244,-0.0026486246002671576
2025-09-11,1941158.2767143245,0.022635290149299436
2025-09-12,1988223.9667143247,0.024246188765021826
2025-09-15,1644915.4884711618,-0.1726709284218636
2025-09-16,1677227.6184711622,0.01964364140678887
2025-09-17,1735377.7784711618,0.03467040451731007
2025-09-18,1731353.948471162,-0.0023187055002771295
2025-09-19,1712076.5084711618,-0.011134314862089711
2025-09-22,2619639.5242603235,0.5300948942986146
2025-09-23,2632399.5642603235,0.004870914445224361
2025-09-24,2705965.1542603234,0.02794620960996519
2025-09-25,2687060.5742603233,-0.006986261434385521
2025-09-26,2675446.8842603234,-0.0043220797146327206
2025-09-29,1945377.7585852952,-0.27287745085504445
2025-09-30,1977804.638585295,0.016668680340820252
2025-10-09,2037858.8763539603,0.030364089858552212
2025-10-10,1923115.5963539605,-0.056305802787135595
2025-10-13,1959139.819386879,0.018732219270238826
2025-10-14,1863722.1293868793,-0.048703869451166115
2025-10-15,1889030.0993868792,0.013579261415072486
2025-10-16,1904065.4893868794,0.007959317326325266
2025-10-17,1839170.7393868791,-0.03408220482001212
2025-10-20,1890717.6977336833,0.028027282754611527
2025-10-21,1933719.7077336833,0.02274374966265169
2025-10-22,1953310.4577336833,0.010131121858896641
2025-10-23,1919843.3577336832,-0.017133528296792155
2025-10-24,2048240.8177336834,0.0668791333849077
2025-10-27,2501027.97576112,0.22106148559642125
2025-10-28,2484987.67576112,-0.0064134828380393305
2025-10-29,2498293.65576112,0.005354545670301691
2025-10-30,2490757.27576112,-0.0030166109506866157
2025-10-31,2458194.7657611202,-0.013073337300620547
2025-11-03,2051734.6902393391,-0.16534901187779993
2025-11-04,2033389.1702393391,-0.008941467962341632
2025-11-05,2026509.8302393393,-0.0033831890622246785
2025-11-06,2071815.2102393392,0.02235635836745442
2025-11-07,2049341.9902393392,-0.010847116040529459
2025-11-10,2026482.1453080042,-0.011154724316494002
2025-11-11,1998304.245308004,-0.013904835068614618
2025-11-12,1976530.7353080043,-0.01089599346602188
2025-11-13,1985221.6953080043,0.004397078094839468
2025-11-14,1936295.295308004,-0.02464530793494557
2025-11-17,1945571.1088744802,0.004790495328348632
2025-11-18,1953884.1288744803,0.004272791655921093
2025-11-19,1922849.70887448,-0.015883449556385543
2025-11-20,1896579.0588744804,-0.013662352225841334
2025-11-21,1813213.0888744802,-0.043955968832363634
2025-11-24,1841323.7444986252,0.015503227831646704
2025-11-25,1867691.7244986251,0.014320121640086558
2025-11-26,1879217.564498625,0.006171168319061726
2025-11-27,1902144.6544986248,0.012200338286065815
2025-11-28,1945487.1144986253,0.022786100887487448
2025-12-01,2396990.41449614,0.23207725028488424
2025-12-02,2368498.98449614,-0.011886334558408818
2025-12-03,2347881.2544961404,-0.008704977344284437
2025-12-04,2345526.32449614,-0.0010030021729127148
2025-12-05,2357242.69449614,0.004995198679987878
2025-12-08,1983114.5677580303,-0.15871430108221396
2025-12-09,1967384.5677580303,-0.00793196734860524
