trade_time,order_fill_time,btype,symbol,order_price,order_volume,side,volume,vwap,amount,fee,net_amount,cash_balance,posi_balance,posi_vwap,multiplier,margin_ratio,margin_change_amount
2021-08-01 04:02:04,,银证转入,,0.0,0,-,0,0.0,1000000.0,0.0,1000000.0,1000000.0,0,0.0,1,1,0
2021-08-02 13:48:30,2021-08-02 13:48:30,买入开仓,SHSE.688363,225.1000061035156,300,多,300,225.1000061035156,-67530.0018310546,6.753000183105469,-67536.7548312377,932463.2451687622,300,225.122516104126,1,1,0
2021-08-02 13:48:30,2021-08-02 13:48:30,买入开仓,SHSE.688366,217.07000732421875,400,多,400,217.07000732421875,-86828.0029296875,8.68280029296875,-86836.6857299804,845626.5594387817,400,217.0917143249512,1,1,0
2021-08-02 13:48:30,2021-08-02 13:48:30,买入开仓,SHSE.688005,128.0500030517578,700,多,700,128.0500030517578,-89635.0021362304,8.963500213623048,-89643.965636444,755982.5938023377,700,128.062808052063,1,1,0
2021-08-02 13:48:30,2021-08-02 13:48:30,买入开仓,SHSE.688222,31.09000015258789,3000,多,3000,31.09000015258789,-93270.0004577636,9.327000045776368,-93279.3274578094,662703.2663445282,3000,31.093109152603148,1,1,0
2021-08-02 13:48:30,2021-08-02 13:48:30,买入开仓,SHSE.688116,146.60000610351562,600,多,600,146.60000610351562,-87960.0036621093,8.796000366210938,-87968.7996624755,574734.4666820526,600,146.61466610412597,1,1,0
2021-08-02 13:48:30,2021-08-02 13:48:30,买入开仓,SHSE.688598,267.9200134277344,300,多,300,267.9200134277344,-80376.0040283203,8.037600402832032,-80384.0416287231,494350.42505332944,300,267.9468054290772,1,1,0
2021-08-02 13:48:30,2021-08-02 13:48:30,买入开仓,SHSE.688599,44.91999816894531,1900,多,1900,44.91999816894531,-85347.9965209961,8.53479965209961,-85356.5313206482,408993.8937326812,1900,44.924490168762205,1,1,0
2021-08-02 13:48:30,2021-08-02 13:48:30,买入开仓,SHSE.688122,82.95999908447266,1100,多,1100,82.95999908447266,-91255.9989929199,9.125599899291991,-91265.1245928192,317728.76913986204,1100,82.9682950843811,1,1,0
2021-08-02 13:48:30,2021-08-02 13:48:30,买入开仓,SHSE.688567,35.36000061035156,2500,多,2500,35.36000061035156,-88400.0015258789,8.84000015258789,-88408.8415260315,229319.9276138305,2500,35.363536610412595,1,1,0
2021-08-09 09:35:00,2021-08-09 09:35:00,卖出平仓,SHSE.688363,215.27999877929688,300,多,-300,215.27999877929688,64583.99963378906,6.458399963378906,64577.54123382569,293897.4688476562,0,225.122516104126,1,1,0
2021-08-09 13:48:30,2021-08-09 13:48:30,买入开仓,SHSE.688012,182.5,500,多,500,182.5,-91250.0,9.125,-91259.125,202638.34384765624,500,182.51825,1,1,0
2021-08-16 09:35:00,2021-08-16 09:35:00,卖出平仓,SHSE.688366,194.69000244140625,400,多,-400,194.69000244140625,77876.0009765625,7.78760009765625,77868.21337646485,280506.55722412106,0,217.0917143249512,1,1,0
2021-08-16 09:35:00,2021-08-16 09:35:00,卖出平仓,SHSE.688567,40.91999816894531,500,多,-500,40.91999816894531,20459.999084472656,2.045999908447265,20457.953084564208,300964.51030868525,2000,35.363536610412595,1,1,0
2021-08-16 13:48:30,2021-08-16 13:48:30,买入开仓,SHSE.688222,28.21999931335449,200,多,200,28.21999931335449,-5643.99986267089,0.5643999862670899,-5644.56426265716,295319.94604602805,3200,30.913716162645816,1,1,0
