trade_time,order_fill_time,btype,symbol,order_price,order_volume,side,volume,vwap,amount,fee,net_amount,cash_balance,posi_balance,posi_vwap,multiplier,margin_ratio,margin_change_amount
2024-01-01 08:00:00,,银证转入,,0.0,0,-,0,0.0,20000000.0,0.0,20000000.0,20000000.0,0,0.0,1,1,0
2025-01-02 09:30:00,2025-01-02 09:30:00,卖出平仓,SHSE.511360,111.13200378417967,49400,多,-49400,111.12089058380128,5489371.994839783,548.9371994839784,5488823.057640299,5491734.005113415,0,111.1592295491752,1,1,0
2025-01-02 09:30:00,2025-01-02 09:30:00,卖出平仓,SHSE.511660,100.00700378417967,54900,多,-54900,99.99700308380127,5489835.46930069,548.983546930069,5489286.48575376,10981020.490867175,0,100.02599890350236,1,1,0
2025-01-02 09:30:00,2025-01-02 09:30:00,卖出平仓,SHSE.511880,98.92852783203124,55500,多,-55500,98.91863497924804,5489984.241348267,548.9984241348267,5489435.242924131,16470455.733791308,0,98.9700779121103,1,1,0
2025-01-02 09:30:00,2025-01-02 09:30:00,卖出平仓,SHSE.511990,100.00900268554688,54900,多,-54900,99.99900178527832,5489945.19801178,548.9945198011781,5489396.203491979,21959851.937283285,0,100.02800583559028,1,1,0
2025-01-02 09:35:00,2025-01-02 09:35:00,买入开仓,SHSE.511880,98.92852783203124,55400,多,55400,98.93842068481445,-5481188.50593872,548.118850593872,-5481736.62478931,16478115.312493972,55400,98.94831452688292,1,1,0
2025-01-02 09:35:00,2025-01-02 09:35:00,买入开仓,SHSE.511360,111.13200378417967,49400,多,49400,111.1431169845581,-5490469.97903717,549.046997903717,-5491019.02603507,10987096.286458898,49400,111.15423129625655,1,1,0
2025-01-02 09:35:00,2025-01-02 09:35:00,买入开仓,SHSE.511990,100.00900268554688,54800,多,54800,100.01900358581544,-5481041.39650268,548.1041396502686,-5481589.50064233,5505506.785816562,54800,100.029005486174,1,1,0
2025-01-02 09:35:00,2025-01-02 09:35:00,买入开仓,SHSE.511660,100.00700378417967,54800,多,54800,100.0170044845581,-5480931.84575378,548.0931845753785,-5481479.93893836,24026.846878202632,54800,100.02700618500656,1,1,0
2025-01-03 09:30:00,2025-01-03 09:30:00,卖出平仓,SHSE.511360,111.15299987792967,49400,多,-49400,111.1418845779419,5490409.09815033,549.040909815033,5489860.057240515,5513886.904118718,0,111.15423129625655,1,1,0
2025-01-03 09:30:00,2025-01-03 09:30:00,卖出平仓,SHSE.511660,100.01100158691406,54800,多,-54800,100.00100048675536,5480054.826674194,548.0054826674194,5479506.821191527,10993393.725310244,0,100.02700618500656,1,1,0
2025-01-03 09:30:00,2025-01-03 09:30:00,卖出平仓,SHSE.511880,98.93643951416016,55400,多,-55400,98.92654587020874,5480530.641209564,548.0530641209565,5479982.588145443,16473376.313455686,0,98.94831452688292,1,1,0
2025-01-03 09:30:00,2025-01-03 09:30:00,卖出平仓,SHSE.511990,100.01100158691406,54800,多,-54800,100.00100048675536,5480054.826674195,548.0054826674194,5479506.821191528,21952883.134647213,0,100.029005486174,1,1,0
2025-01-03 09:35:00,2025-01-03 09:35:00,买入开仓,SHSE.511880,98.93643951416016,55400,多,55400,98.94633315811156,-5481626.85695938,548.1626856959382,-5482175.01964507,16470708.115002137,55400,98.95622779142738,1,1,0
2025-01-03 09:35:00,2025-01-03 09:35:00,买入开仓,SHSE.511360,111.15299987792967,49300,多,49300,111.16411517791748,-5480390.87827133,548.0390878271332,-5480938.91735915,10989769.197642978,49300,111.17523158943528,1,1,0
2025-01-03 09:35:00,2025-01-03 09:35:00,买入开仓,SHSE.511990,100.01100158691406,54800,多,54800,100.02100268707277,-5481150.94725158,548.1150947251588,-5481699.06234631,5508070.135296666,54800,100.03100478734146,1,1,0
2025-01-03 09:35:00,2025-01-03 09:35:00,买入开仓,SHSE.511660,100.01100158691406,54800,多,54800,100.02100268707277,-5481150.94725158,548.1150947251588,-5481699.06234631,26371.07295035385,54800,100.03100478734146,1,1,0
2025-01-06 09:30:00,2025-01-06 09:30:00,卖出平仓,SHSE.511360,111.16699981689452,49300,多,-49300,111.15588311691285,5479985.037663803,547.9985037663804,5479437.039160037,5505808.112110391,0,111.17523158943528,1,1,0
2025-01-06 09:30:00,2025-01-06 09:30:00,卖出平仓,SHSE.511660,100.0,54800,多,-54800,99.99,5479452.0,547.9452,5478904.0548,10984712.166910391,0,100.03100478734146,1,1,0
