trade_time,order_fill_time,btype,symbol,order_price,order_volume,side,volume,vwap,amount,fee,net_amount,cash_balance,posi_balance,posi_vwap,multiplier,margin_ratio,margin_change_amount
2025-01-01 08:00:00,,银证转入,,0.0,0,-,0,0.0,1000000.0,0.0,1000000.0,1000000.0,0,0.0,1,1,0
2025-01-06 09:30:00,2025-01-06 09:30:00,买入开仓,SZSE.000703,6.227927207946777,32100,多,32100,6.228550000667572,-199936.455021429,239.92374602571485,-200176.378767454,799823.6212325452,32100,6.236024260668373,1,1,0
2025-01-06 09:30:00,2025-01-06 09:30:00,买入开仓,SHSE.603650,31.604816436767575,6300,多,6300,31.607976918411254,-199130.25458599,238.95630550318904,-199369.210891494,600454.4103410512,6300,31.645906490713344,1,1,0
2025-01-06 09:30:00,2025-01-06 09:30:00,买入开仓,SZSE.002312,12.880279541015623,15500,多,15500,12.881567568969729,-199664.29731903,239.5971567828369,-199903.894475813,400550.5158652376,15500,12.89702545005249,1,1,0
2025-01-06 09:30:00,2025-01-06 09:30:00,买入开仓,SZSE.000408,27.378795623779297,7200,多,7200,27.381533503341675,-197147.04122406,236.57644946887208,-197383.617673528,203166.89819170863,7200,27.414391343545685,1,1,0
2025-01-06 09:30:00,2025-01-06 09:30:00,买入开仓,SHSE.600160,24.42790412902832,8100,多,8100,24.430346919441224,-197885.810047473,237.46297205696865,-198123.27301953,5043.625172177766,8100,24.45966333574455,1,1,0
2025-01-13 09:30:00,2025-01-13 09:30:00,卖出平仓,SHSE.603650,32.12680435180664,100,多,-100,32.12359167137146,3212.359167137146,3.854831000564575,3208.504336136581,8252.129508314349,6200,31.645906490713344,1,1,0
2025-01-13 09:30:00,2025-01-13 09:30:00,买入开仓,SZSE.002312,12.534565925598145,400,多,400,12.535819382190704,-5014.32775287628,6.0171933034515375,-5020.34494617973,3231.784562134615,15900,12.888316944779456,1,1,0
2025-01-13 09:30:00,2025-01-13 09:30:00,买入开仓,SHSE.600160,24.279857635498047,100,多,100,24.2822856212616,-2428.22856212616,2.913874274551392,-2431.14243640071,800.6421257339039,8200,24.457855543406293,1,1,0
2025-01-20 09:30:00,2025-01-20 09:30:00,卖出平仓,SHSE.600160,25.85903549194336,8200,多,-8200,25.856449588394167,212022.88662483217,254.42746394979855,211768.4591608824,212569.10128661623,0,24.457855543406293,1,1,0
2025-01-20 09:30:00,2025-01-20 09:30:00,卖出平仓,SHSE.603650,33.25941848754883,6200,多,-6200,33.25609254570007,206187.77378334044,247.4253285400085,205940.34845480043,418509.4497414167,0,31.645906490713344,1,1,0
2025-01-20 09:30:00,2025-01-20 09:30:00,卖出平仓,SZSE.000408,31.79473304748535,7200,多,-7200,31.791553574180604,228899.18573410035,274.6790228809204,228624.50671121944,647133.9564526362,0,27.414391343545685,1,1,0
2025-01-20 09:30:00,2025-01-20 09:30:00,卖出平仓,SZSE.000703,5.999834060668945,32100,多,-32100,5.999234077262878,192575.4138801384,231.09049665616607,192344.3233834822,839478.2798361183,0,6.236024260668373,1,1,0
2025-01-20 09:30:00,2025-01-20 09:30:00,卖出平仓,SZSE.002312,14.48043727874756,15900,多,-15900,14.478989235019684,230215.92883681296,276.2591146041755,229939.6697222088,1069417.9495583272,0,12.888316944779456,1,1,0
2025-01-20 09:30:00,2025-01-20 09:30:00,买入开仓,SZSE.000818,15.890000343322754,13400,多,13400,15.891589343357088,-212947.297200984,255.53675664118197,-213202.833957626,856215.1156007011,13400,15.910659250569116,1,1,0
2025-01-20 09:30:00,2025-01-20 09:30:00,买入开仓,SZSE.300777,27.483797073364254,7700,多,7700,27.486545453071592,-211646.399988651,253.97567998638144,-211900.375668637,644314.7399320635,7700,27.51952930761528,1,1,0
2025-01-20 09:30:00,2025-01-20 09:30:00,买入开仓,SZSE.300568,9.59887409210205,22200,多,22200,9.599833979511262,-213116.31434515,255.73957721418,-213372.053922364,430942.6860096993,22200,9.611353780286676,1,1,0
2025-01-20 09:30:00,2025-01-20 09:30:00,买入开仓,SZSE.002096,10.837617874145508,19700,多,19700,10.838701635932924,-213522.422227878,256.22690667345427,-213778.649134552,217164.03687514729,19700,10.851708077896044,1,1,0
2025-01-20 09:30:00,2025-01-20 09:30:00,买入开仓,SZSE.300910,46.39620971679688,4600,多,4600,46.40084933776856,-213443.906953735,256.1326883444824,-213700.039642079,3463.9972330674063,4600,46.45653035697388,1,1,0
2025-01-27 09:30:00,2025-01-27 09:30:00,卖出平仓,SZSE.300910,46.660770416259766,4600,多,-4600,46.65610433921814,214618.07996040344,257.54169595248413,214360.53826445097,217824.5354975184,0,46.45653035697388,1,1,0
2025-01-27 09:30:00,2025-01-27 09:30:00,卖出平仓,SZSE.000818,16.790000915527344,900,多,-900,16.78832191543579,15109.489723892211,18.13138766867065,15091.35833622354,232915.89383374192,12500,15.910659250569116,1,1,0
2025-01-27 09:30:00,2025-01-27 09:30:00,卖出平仓,SZSE.300777,28.13982963562012,100,多,-100,28.137015652656554,2813.7015652656555,3.3764418783187864,2810.3251233873366,235726.21895712923,7600,27.51952930761528,1,1,0
2025-01-27 09:30:00,2025-01-27 09:30:00,买入开仓,SZSE.002096,10.138733863830566,1300,多,1300,10.139747737216949,-13181.672058382,15.81800647005844,-13197.490064852,222528.7288922772,21000,10.808387580924006,1,1,0
