trade_date,portfolio_return,benchmark_return,excess_return,n_strategies,strategies,portfolio_nav,block_id
2016-03-04,-0.01740083326002556,0.01159669959203491,-0.02899753285206047,4,ETF_长持_黄金ETF|ETF_长持_创业板ETF|ETF_长持_纳指ETF|ETF_长持_中证500ETF,0.9825991667399745,0
2016-03-07,0.012814234324879964,0.0035392989956493093,0.009274935329230655,4,ETF_长持_黄金ETF|ETF_长持_创业板ETF|ETF_长持_纳指ETF|ETF_长持_中证500ETF,0.9951904227100125,0
2016-03-08,0.004150495390238679,0.0009124464622118911,0.0032380489280267877,4,ETF_长持_黄金ETF|ETF_长持_创业板ETF|ETF_长持_纳指ETF|ETF_长持_中证500ETF,0.9993209559718801,0
2016-03-09,-0.018072169624928774,-0.011508837465412647,-0.006563332159516128,4,ETF_长持_黄金ETF|ETF_长持_创业板ETF|ETF_长持_纳指ETF|ETF_长持_中证500ETF,0.9812610581458103,0
2016-03-10,-0.005546084888170877,-0.019128606432421313,0.013582521544250437,4,ETF_长持_黄金ETF|ETF_长持_创业板ETF|ETF_长持_纳指ETF|ETF_长持_中证500ETF,0.9758189010198773,0
2016-03-11,0.0029711456783102774,0.0017054269894747343,0.0012657186888355432,4,ETF_长持_黄金ETF|ETF_长持_创业板ETF|ETF_长持_纳指ETF|ETF_长持_中证500ETF,0.9787182011304562,0
2016-03-14,0.02326081894380075,0.01570627340485209,0.007554545538948659,4,ETF_长持_黄金ETF|ETF_长持_创业板ETF|ETF_长持_纳指ETF|ETF_长持_中证500ETF,1.001483988003954,0
2016-03-15,-0.0127516585926096,0.0029648134071202925,-0.015716471999729892,4,ETF_长持_黄金ETF|ETF_长持_创业板ETF|ETF_长持_纳指ETF|ETF_长持_中证500ETF,0.9887134061029625,0
2016-03-16,-0.003278851088698048,0.004960745804349687,-0.008239596893047735,4,ETF_长持_黄金ETF|ETF_长持_创业板ETF|ETF_长持_纳指ETF|ETF_长持_中证500ETF,0.9854715620749515,0
2016-03-17,0.028071969374584504,0.011058491029609874,0.01701347834497463,4,ETF_长持_黄金ETF|ETF_长持_创业板ETF|ETF_长持_纳指ETF|ETF_长持_中证500ETF,1.0131356895850434,0
