,Train,Test
0,0.07928164695575997,0.30547550432276654
1,0.18922470433639949,0.6858789625360231
2,0.23390275952693823,0.0
3,0.1800262812089356,0.0
4,0.008760402978537012,0.0
5,0.3088042049934297,0.008645533141210375
