,ret_HS300,ret_ZZ500,ret_CYB,vol_20d,vol_60d,skew_60d,kurt_60d,max_dd_60d,northbound_5d,margin_chg_20d,m2_yoy,realized_vol_20d,turnover_chg,sent_momentum,size_style,growth_style,momentum_20d,momentum_60d,industry_dispersion,sector_rotation,vol_ratio_500_300,yield_slope,yield_10y,pmi_mfg,cpi_yoy,ppi_yoy
Train_State_0,0.000937604788622563,0.0009985893824351149,0.0012233562813831816,0.2772391218601443,0.26251439728757414,0.5016560737889928,4.865177436623502,-0.039005970991302034,-5.790977900552468,0.09502474223685616,8.688397790055234,0.2839422423112191,0.23072889877867245,-0.057585619855453116,6.098459381255188e-05,0.0002857514927606185,0.0033814712036985208,0.002804041756541825,0.011668506581325601,4.044198895027626,0.9712782497281507,0.0070189502762430965,0.026501066298342525,50.513259668508404,0.16961325966850843,-1.6867403314917153
Train_State_1,-0.0010402225464713132,-0.0015065467999139618,-0.001763606337836279,0.12192847218702213,0.127961581605367,0.2843748431055282,0.6125255612636468,-0.05994242807599442,-25.991244212963075,-0.0035864181834846685,9.090740740740742,0.12604415302899957,0.020799514544170245,0.012866677355402981,-0.0004663242534426485,-0.0007233837913649656,-0.0008698270220494871,-0.0004854497132782025,0.008888884829659459,2.3851851851851844,0.9064866221918239,0.0060916898148148145,0.02622255555555558,49.52245370370371,0.08657407407407382,-2.170138888888882
Train_State_2,-0.0008451496669970706,-0.0003406668170505958,-0.0006841331240663556,0.22169339937466156,0.21428378598741996,-0.31713315449088125,1.2942865683547797,-0.10287752346188425,22.459284269662902,-0.021710209002154514,9.004307116104847,0.23010207298673313,0.02578582378825913,0.025503478686708794,0.0005044828499464749,0.00016101654293071505,-0.0014496629671029845,-0.0011175086404350905,0.00964303359174951,3.0509363295880156,0.8970342034602795,0.006790052434456932,0.032258408239700324,50.309363295880104,0.17003745318352034,4.006928838951307
Train_State_3,0.0007322238055934892,-7.770878936944417e-05,-0.0006305664107480723,0.10059559816615403,0.10562319744931681,-0.04743577500263376,2.1624135015874772,-0.020482594639309185,35.502013868613105,-0.08567767478661248,9.870954257907519,0.10318369108380994,0.042456269537740635,-0.0118246882784648,-0.0008099325949629334,-0.0013627902163415616,0.0007771594297684878,0.0006948518060262398,0.006277934131683742,3.2272506082725108,0.7057224785466224,0.0037522165450121674,0.033682447688564494,51.36009732360081,0.13065693430656913,4.231386861313877
Train_State_4,-0.0005416723309758342,0.0010812235390536273,0.004075252015717695,0.3409440576771656,0.2213274884515656,-3.20458698262064,17.72957150418843,-0.05164166370301267,-4.521914999999976,0.0007049285003376815,8.8,0.3537493496235594,0.19638459812250653,0.032579774788782025,0.0016228958700294615,0.0046169243466935295,-0.0012160456009334953,0.0005339410521461421,0.012072476910661416,4.019999999999998,1.0269289232362222,0.008560950000000001,0.028305050000000005,35.7,1.0499999999999998,-0.04999999999999994
Train_State_5,0.0011168439824303601,0.0011122373348820642,0.0019199016187817,0.15111240590147473,0.17660830852467546,0.08088592033874946,1.1533379866424738,-0.030571808439092702,90.1094182978723,-0.0007967681149740588,10.231489361702115,0.15679938694852627,0.043051937146098174,-0.012891069584169473,-4.6066475482959e-06,0.0008030576363513419,0.000881314327434323,0.0005730108633770786,0.009437207241132886,2.74921985815603,1.0064033828595051,0.006736529078014181,0.029255273758865268,50.29617021276589,0.0140425531914894,1.648368794326236
