trade_date,portfolio_return,benchmark_return,excess_return,n_strategies,strategies,portfolio_nav,block_id
2016-03-04,0.006727436056145231,0.01159669959203491,-0.0048692635358896785,2,ETF_长持_黄金ETF|策略_中证800增强,1.0067274360561451,0
2016-03-07,0.004171725656560155,0.0035392989956493093,0.0006324266609108453,2,ETF_长持_黄金ETF|策略_中证800增强,1.0109272267303036,0
2016-03-08,0.003071854522737616,0.0009124464622118911,0.002159408060525725,2,ETF_长持_黄金ETF|策略_中证800增强,1.0140326481038937,0
2016-03-09,-0.013018257786517384,-0.011508837465412647,-0.0015094203211047375,2,ETF_长持_黄金ETF|策略_中证800增强,1.0008317096869324,0
2016-03-10,-0.012290678741344319,-0.019128606432421313,0.006837927691076995,2,ETF_长持_黄金ETF|策略_中证800增强,0.9885308086690199,0
2016-03-11,0.006581556439905656,0.0017054269894747343,0.004876129450430922,2,ETF_长持_黄金ETF|策略_中证800增强,0.9950368799788606,0
2016-03-14,0.0051962804023784614,0.01570627340485209,-0.010509993002473628,2,ETF_长持_黄金ETF|策略_中证800增强,1.0002073706179384,0
2016-03-15,-0.010124438178160444,0.0029648134071202925,-0.013089251585280737,2,ETF_长持_黄金ETF|策略_中证800增强,0.9900808329287767,0
2016-03-16,0.0035374925231158594,0.004960745804349687,-0.0014232532812338272,2,ETF_长持_黄金ETF|策略_中证800增强,0.9935832364725424,0
2016-03-17,0.013603002430965239,0.011058491029609874,0.002544511401355365,2,ETF_长持_黄金ETF|策略_中证800增强,1.0070989516536448,0
2016-03-18,0.010494920424179766,0.015286806344489756,-0.004791885920309991,2,ETF_长持_黄金ETF|策略_中证800增强,1.0176683750105247,0
2016-03-21,0.004497701879141336,0.024424685912162403,-0.019926984033021067,2,ETF_长持_黄金ETF|策略_中证800增强,1.0222455439731521,0
2016-03-22,0.0009190788655035753,-0.007277229422990472,0.008196308288494047,2,ETF_长持_黄金ETF|策略_中证800增强,1.023185068247973,0
2016-03-23,-0.0030299350750435106,0.00319366699069068,-0.006223602065734191,2,ETF_长持_黄金ETF|策略_中证800增强,1.0200848839214276,0
2016-03-24,-0.01533685431161469,-0.016761480605436363,0.0014246262938216736,2,ETF_长持_黄金ETF|策略_中证800增强,1.0044399906712442,0
2016-03-25,0.006161131193315517,0.005017897288518203,0.001143233904797314,2,ETF_长持_黄金ETF|策略_中证800增强,1.0106284772295824,0
2016-03-28,-0.00563316429259636,-0.008783679891115614,0.0031505155985192546,2,ETF_长持_黄金ETF|策略_中证800增强,1.0049354409785716,0
2016-03-29,-0.005449850082330399,-0.010826953212362156,0.005377103130031757,2,ETF_长持_黄金ETF|策略_中证800增强,0.9994586934828178,0
2016-03-30,0.018945749921733257,0.02579104651647124,-0.006845296594737982,2,ETF_长持_黄金ETF|策略_中证800增强,1.0183941879466454,0
2016-03-31,-0.0036461910610298687,0.0005635711594713655,-0.004209762220501234,2,ETF_长持_黄金ETF|策略_中证800增强,1.0146809281619495,0
2016-04-01,0.004174397031539767,0.001182969551577484,0.002991427479962283,1,ETF_长持_上证50ETF,1.0189166092164288,1
2016-04-04,0.0,0.0,0.0,1,ETF_长持_上证50ETF,1.0189166092164288,1
2016-04-05,0.004618937644341958,0.013219239808823113,-0.008600302164481155,1,ETF_长持_上证50ETF,1.0236229214991839,1
2016-04-06,-0.0045977011494253706,-0.002131484229461189,-0.0024662169199641815,1,ETF_长持_上证50ETF,1.018916609216429,1
2016-04-07,-0.012009237875288736,-0.014807978910140296,0.0027987410348515596,1,ETF_长持_上证50ETF,1.0066801972812662,1
2016-04-08,-0.00701262272089731,-0.007342558176882785,0.000329935455985475,1,ETF_长持_上证50ETF,0.9996207288571343,1
2016-04-11,0.009416195856873477,0.01392772096079331,-0.004511525103919833,1,ETF_长持_上证50ETF,1.0090333534226437,1
2016-04-12,-0.0009328358208953169,-0.003605465930931917,0.0026726301100366,1,ETF_长持_上证50ETF,1.0080920909660929,1
2016-04-13,0.012138188608776801,0.013339776601138054,-0.0012015879923612527,1,ETF_长持_上证50ETF,1.0203285029012554,1
2016-04-14,0.002767527675276771,0.004430328960740582,-0.0016628012854638108,1,ETF_长持_上证50ETF,1.0231522902709083,1
2016-04-15,0.0018399264029438367,-0.0011071385496222996,0.0029470649525661363,1,ETF_长持_上证50ETF,1.02503481518401,1
2016-04-18,-0.011019283746556474,-0.013370860318574707,0.0023515765720182324,1,ETF_长持_上证50ETF,1.0137396657053983,1
2016-04-19,0.0032497678737231084,0.0030509348269609493,0.00019883304676215907,1,ETF_长持_上证50ETF,1.0170340843033265,1
2016-04-20,-0.006015733456732897,-0.01768719658682949,0.011671463130096593,1,ETF_长持_上证50ETF,1.0109158783357453,1
2016-04-21,-0.0009310986964619072,-0.00642028623214197,0.005489187535680062,1,ETF_长持_上证50ETF,1.0099746158791942,1
